Column1,Column2,Column3,Column4
蒙商银行,finance,KM_RGB_Liveness_General_Face_FP32_12.1.44_half_compression_v2_origin.model,E:\mobilesec\apps\finance\蒙商银行\KM_RGB_Liveness_General_Face_FP32_12.1.44_half_compression_v2_origin.model
众友,video,quality_model_secret.bin,E:\mobilesec\apps\video\众友\quality_model_secret.bin
爱唱,video,tt_face_attribute_extra_v2.0.model,E:\mobilesec\apps\video\爱唱\tt_face_attribute_extra_v2.0.model
哈啰,health,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\health\哈啰\1102_mbv2_p1_eye.opt.tnnmodel
深驾约车,travel,M_Align_occlusion.model,E:\mobilesec\apps\travel\深驾约车\M_Align_occlusion.model
易信,communication,M_Liveness_Cnn_half.model,E:\mobilesec\apps\communication\易信\M_Liveness_Cnn_half.model
365接单宝,travel,ldmodel.bin,E:\mobilesec\apps\travel\365接单宝\ldmodel.bin
互啪互,office,fdmodel.bin,E:\mobilesec\apps\office\互啪互\fdmodel.bin
花小猪司机端,travel,elevated_road_detection.model,E:\mobilesec\apps\travel\花小猪司机端\elevated_road_detection.model
番茄影视,video,1.model,E:\mobilesec\apps\video\番茄影视\1.model
洋钱罐借款,finance,faceidmodel.bin,E:\mobilesec\apps\finance\洋钱罐借款\faceidmodel.bin
买单吧,finance,KM_Pageant_88id_Fcfp32_ppl_1.0.7_half_compression_v2_origin.model,E:\mobilesec\apps\finance\买单吧\KM_Pageant_88id_Fcfp32_ppl_1.0.7_half_compression_v2_origin.model
160医生,health,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\health\160医生\acn_535_net1.opt.tnnmodel
洋果免费证件照,photo,integrity_model_secret.bin,E:\mobilesec\apps\photo\洋果免费证件照\integrity_model_secret.bin
小店邦,finance,M_Liveness_Cnn_half.model,E:\mobilesec\apps\finance\小店邦\M_Liveness_Cnn_half.model
蜜汁直播,video,4.model,E:\mobilesec\apps\video\蜜汁直播\4.model
CM语音,communication,ldmodel.bin,E:\mobilesec\apps\communication\CM语音\ldmodel.bin
羊小咩,finance,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\finance\羊小咩\acn_535_net1.opt.tnnmodel
微篇,communication,fdmodel.bin,E:\mobilesec\apps\communication\微篇\fdmodel.bin
呱呱直播,video,filter_style_calm.model,E:\mobilesec\apps\video\呱呱直播\filter_style_calm.model
米源,office,quality_model_secret.bin,E:\mobilesec\apps\office\米源\quality_model_secret.bin
乐嗨直播,video,tt_hand_kp3d_v2.0.model,E:\mobilesec\apps\video\乐嗨直播\tt_hand_kp3d_v2.0.model
浦发信用卡,finance,SenseID_Ocr_Idcard_Hack_1.0.0.model,E:\mobilesec\apps\finance\浦发信用卡\SenseID_Ocr_Idcard_Hack_1.0.0.model
趣聊,parenting,f_modern.model,E:\mobilesec\apps\parenting\趣聊\f_modern.model
好童声,video,M_SenseME_Avatar_Help_2.0.0.model,E:\mobilesec\apps\video\好童声\M_SenseME_Avatar_Help_2.0.0.model
91视频,video,1.model,E:\mobilesec\apps\video\91视频\1.model
华鑫证券鑫e代,finance,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\finance\华鑫证券鑫e代\acn_535_net2.opt.tnnmodel
SaYu,communication,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\communication\SaYu\acn_535_net2.opt.tnnmodel
白描证件照,photo,enc_cut12_0916.model.lite.bin,E:\mobilesec\apps\photo\白描证件照\enc_cut12_0916.model.lite.bin
云南税务,finance,M_Liveness_Cnn_half.model,E:\mobilesec\apps\finance\云南税务\M_Liveness_Cnn_half.model
纸条作文,exam,integrity_model_secret.bin,E:\mobilesec\apps\exam\纸条作文\integrity_model_secret.bin
手游语音,communication,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\communication\手游语音\1102_mbv2_p1_eye.opt.tnnmodel
贵州公安,life,M_Align_occlusion.model,E:\mobilesec\apps\life\贵州公安\M_Align_occlusion.model
上海人社,life,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\life\上海人社\acn_535_net2.opt.tnnmodel
虎牙助手,video,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\video\虎牙助手\1105_mbv2_eye_ch3.opt.tnnmodel
学生证件照,photo,mtcnn_freezed_model.pb,E:\mobilesec\apps\photo\学生证件照\mtcnn_freezed_model.pb
恋爱相亲神器,communication,quality_model_secret.bin,E:\mobilesec\apps\communication\恋爱相亲神器\quality_model_secret.bin
探陌,communication,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\communication\探陌\1105_mbv2_eye_ch3.opt.tnnmodel
泡泡直播,video,M_SenseME_Attribute_1.0.1.model,E:\mobilesec\apps\video\泡泡直播\M_SenseME_Attribute_1.0.1.model
草莓约,communication,9_filter_style_peach_1.5.0.model,E:\mobilesec\apps\communication\草莓约\9_filter_style_peach_1.5.0.model
旅程司机,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\旅程司机\M_Detect_Hunter_SmallFace.model
铁甲二手机,shopping,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\shopping\铁甲二手机\acn_535_net2.opt.tnnmodel
E动生命,finance,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\finance\E动生命\acn_535_net1.opt.tnnmodel
微商宝,office,live_pose.model,E:\mobilesec\apps\office\微商宝\live_pose.model
夜色直播,video,10.model,E:\mobilesec\apps\video\夜色直播\10.model
中联e管家,office,quality_model_secret.bin,E:\mobilesec\apps\office\中联e管家\quality_model_secret.bin
中医在线,exam,ldmodel.bin,E:\mobilesec\apps\exam\中医在线\ldmodel.bin
抱抱直播,communication,tt_face_beauty_v4.0.model,E:\mobilesec\apps\communication\抱抱直播\tt_face_beauty_v4.0.model
小爱直播间,video,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\video\小爱直播间\1105_mbv2_eye_ch3.opt.tnnmodel
齐齐直播,video,filter_style_xuejie.model,E:\mobilesec\apps\video\齐齐直播\filter_style_xuejie.model
易董,office,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\office\易董\1102_mbv2_p1_eye.opt.tnnmodel
杏爱直播,video,1.model,E:\mobilesec\apps\video\杏爱直播\1.model
我看直播,video,filter_brightness.model,E:\mobilesec\apps\video\我看直播\filter_brightness.model
抱抱直播,communication,tt_facefitting845_v2.1.model,E:\mobilesec\apps\communication\抱抱直播\tt_facefitting845_v2.1.model
药店工作站,health,keypt_track_model_sdm_9pts.bin,E:\mobilesec\apps\health\药店工作站\keypt_track_model_sdm_9pts.bin
爱唱,video,tt_car_plate_ocr_v2.0.model,E:\mobilesec\apps\video\爱唱\tt_car_plate_ocr_v2.0.model
愚乐直播,video,filter_style_modern.model,E:\mobilesec\apps\video\愚乐直播\filter_style_modern.model
话本小说,news,integrity_model_secret.bin,E:\mobilesec\apps\news\话本小说\integrity_model_secret.bin
片多多,video,detect_model.bin,E:\mobilesec\apps\video\片多多\detect_model.bin
盒小圈,finance,SenseID_Ocr_Idcard.model,E:\mobilesec\apps\finance\盒小圈\SenseID_Ocr_Idcard.model
文档文件扫描,office,integrity_model_secret.bin,E:\mobilesec\apps\office\文档文件扫描\integrity_model_secret.bin
崽崽语音,communication,faceidmodel.bin,E:\mobilesec\apps\communication\崽崽语音\faceidmodel.bin
cp速配,communication,fdmodel.bin,E:\mobilesec\apps\communication\cp速配\fdmodel.bin
及客司机,travel,fdmodel.bin,E:\mobilesec\apps\travel\及客司机\fdmodel.bin
华为云会议,office,vadModel.bin,E:\mobilesec\apps\office\华为云会议\vadModel.bin
朗读器,life,integrity_model_secret.bin,E:\mobilesec\apps\life\朗读器\integrity_model_secret.bin
微打,office,integrity_model_secret.bin,E:\mobilesec\apps\office\微打\integrity_model_secret.bin
智猪司机,travel,model_1.bin,E:\mobilesec\apps\travel\智猪司机\model_1.bin
小熊直播,video,filter_style_calm.model,E:\mobilesec\apps\video\小熊直播\filter_style_calm.model
慧黄山,life,KM_Headpose_106_ppl_2.3.0_half_compression_v2_origin.model,E:\mobilesec\apps\life\慧黄山\KM_Headpose_106_ppl_2.3.0_half_compression_v2_origin.model
广发证券易淘金,finance,model2.bin,E:\mobilesec\apps\finance\广发证券易淘金\model2.bin
美妆美颜相机,photo,MTGender_model.bin,E:\mobilesec\apps\photo\美妆美颜相机\MTGender_model.bin
番茄影视,video,6.model,E:\mobilesec\apps\video\番茄影视\6.model
股吧,finance,KM_Hunter_SmallFace_Gray_ppl_9.6.1_half_compression_v1_weak.model,E:\mobilesec\apps\finance\股吧\KM_Hunter_SmallFace_Gray_ppl_9.6.1_half_compression_v1_weak.model
安安用车司机端,travel,ldmodel.bin,E:\mobilesec\apps\travel\安安用车司机端\ldmodel.bin
腾讯视频,video,detect_model.bin,E:\mobilesec\apps\video\腾讯视频\detect_model.bin
比心,communication,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\communication\比心\1105_mbv2_eye_ch3.opt.tnnmodel
天仙直播,video,tt_hand_box_reg_v11.0.model,E:\mobilesec\apps\video\天仙直播\tt_hand_box_reg_v11.0.model
快数,health,sk_model_ocJump_20210425.tflite,E:\mobilesec\apps\health\快数\sk_model_ocJump_20210425.tflite
财通证券,finance,fdmodel.bin,E:\mobilesec\apps\finance\财通证券\fdmodel.bin
掌心临海,news,quality_model_secret.bin,E:\mobilesec\apps\news\掌心临海\quality_model_secret.bin
优鲜集,communication,fdmodel.bin,E:\mobilesec\apps\communication\优鲜集\fdmodel.bin
华医通,health,KM_Pageant_88id_Fcfp32_ppl_1.0.7_half_compression_v2_origin.model,E:\mobilesec\apps\health\华医通\KM_Pageant_88id_Fcfp32_ppl_1.0.7_half_compression_v2_origin.model
导入电话本,communication,quality_model_secret.bin,E:\mobilesec\apps\communication\导入电话本\quality_model_secret.bin
国美,shopping,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\shopping\国美\1102_mbv2_p1_eye.opt.tnnmodel
快钱钱包,finance,M_Liveness_Cnn_half.model,E:\mobilesec\apps\finance\快钱钱包\M_Liveness_Cnn_half.model
脉脉,communication,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\communication\脉脉\1102_mbv2_p1_eye.opt.tnnmodel
企友,communication,ulsTracker.model,E:\mobilesec\apps\communication\企友\ulsTracker.model
叮功司机,travel,integrity_model_secret.bin,E:\mobilesec\apps\travel\叮功司机\integrity_model_secret.bin
夜月直播,video,2.model,E:\mobilesec\apps\video\夜月直播\2.model
融360,finance,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\finance\融360\1105_mbv2_eye_ch3.opt.tnnmodel
万顺叫车,travel,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\travel\万顺叫车\acn_535_net2.opt.tnnmodel
同城群,communication,face_reshape_eagle.model,E:\mobilesec\apps\communication\同城群\face_reshape_eagle.model
海星直播交友,video,ldmodel.bin,E:\mobilesec\apps\video\海星直播交友\ldmodel.bin
鑫梦享消费贷,finance,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\finance\鑫梦享消费贷\acn_535_net2.opt.tnnmodel
证券开户,finance,det1_half.caffemodel,E:\mobilesec\apps\finance\证券开户\det1_half.caffemodel
想聊,communication,model.bin,E:\mobilesec\apps\communication\想聊\model.bin
自记账,office,hed_lite_model_quantize.tflite,E:\mobilesec\apps\office\自记账\hed_lite_model_quantize.tflite
爱唱,video,tt_matting_large_v2.0.model,E:\mobilesec\apps\video\爱唱\tt_matting_large_v2.0.model
爱唱,video,tt_hair_feature_v4.0.model,E:\mobilesec\apps\video\爱唱\tt_hair_feature_v4.0.model
蜜聊,communication,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\communication\蜜聊\M_Detect_Hunter_SmallFace.model
陌耳,communication,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\communication\陌耳\acn_535_net2.opt.tnnmodel
抱抱直播,communication,tt_matting_large_v3.0.model,E:\mobilesec\apps\communication\抱抱直播\tt_matting_large_v3.0.model
多阅,communication,5.model,E:\mobilesec\apps\communication\多阅\5.model
乌鲁木齐银行,finance,idcard_model.zip,E:\mobilesec\apps\finance\乌鲁木齐银行\idcard_model.zip
桔子买单,shopping,M_Ocr_Idcard_Detect_Align_Quality_Mobile_wp_half_2.4.3.model,E:\mobilesec\apps\shopping\桔子买单\M_Ocr_Idcard_Detect_Align_Quality_Mobile_wp_half_2.4.3.model
幼儿识别动物,parenting,quality_model_secret.bin,E:\mobilesec\apps\parenting\幼儿识别动物\quality_model_secret.bin
全景路演,finance,v324.opt.tnnmodel,E:\mobilesec\apps\finance\全景路演\v324.opt.tnnmodel
嘀嗒出租司机,travel,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\travel\嘀嗒出租司机\1105_mbv2_eye_ch3.opt.tnnmodel
草莓约,communication,5_filter_style_modern_1.5.0.model,E:\mobilesec\apps\communication\草莓约\5_filter_style_modern_1.5.0.model
鲜花网,shopping,integrity_model_secret.bin,E:\mobilesec\apps\shopping\鲜花网\integrity_model_secret.bin
鱼泡网,office,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\office\鱼泡网\1105_mbv2_eye_ch3.opt.tnnmodel
浙里办,life,KM_RGB_Liveness_General_Face_FP32_12.1.44_half_compression_v2_origin.model,E:\mobilesec\apps\life\浙里办\KM_RGB_Liveness_General_Face_FP32_12.1.44_half_compression_v2_origin.model
饿了么,life,model.bin,E:\mobilesec\apps\life\饿了么\model.bin
铃声多多,video,model.zip,E:\mobilesec\apps\video\铃声多多\model.zip
精臣云打印,office,quality_model_secret.bin,E:\mobilesec\apps\office\精臣云打印\quality_model_secret.bin
爱拼途,travel,ldmodel.bin,E:\mobilesec\apps\travel\爱拼途\ldmodel.bin
伴伴,communication,ldmodel.bin,E:\mobilesec\apps\communication\伴伴\ldmodel.bin
谁是卧底,life,fdmodel.bin,E:\mobilesec\apps\life\谁是卧底\fdmodel.bin
简易钢琴,video,jt_old_model_regression.pb,E:\mobilesec\apps\video\简易钢琴\jt_old_model_regression.pb
逗拍,photo,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\photo\逗拍\acn_535_net1.opt.tnnmodel
虎牙手游,video,eyepupil1004cbmorehand_mouthonline_hynn.model,E:\mobilesec\apps\video\虎牙手游\eyepupil1004cbmorehand_mouthonline_hynn.model
中邮证券,finance,IdDetModel_auxi.bin,E:\mobilesec\apps\finance\中邮证券\IdDetModel_auxi.bin
桥架弯头计算器,life,1021.model,E:\mobilesec\apps\life\桥架弯头计算器\1021.model
附近来爱,communication,fdmodel.bin,E:\mobilesec\apps\communication\附近来爱\fdmodel.bin
邮储银行,finance,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\finance\邮储银行\acn_535_net2.opt.tnnmodel
劳得多,office,M_Liveness_Antispoofing.model,E:\mobilesec\apps\office\劳得多\M_Liveness_Antispoofing.model
米米养车商户端,office,ldmodel.bin,E:\mobilesec\apps\office\米米养车商户端\ldmodel.bin
365接单宝,travel,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\travel\365接单宝\acn_535_net2.opt.tnnmodel
久恋,communication,hair.model,E:\mobilesec\apps\communication\久恋\hair.model
世纪云,travel,ldmodel.bin,E:\mobilesec\apps\travel\世纪云\ldmodel.bin
劳得多,office,M_Align_occlusion.model,E:\mobilesec\apps\office\劳得多\M_Align_occlusion.model
叮功司机,travel,quality_model_secret.bin,E:\mobilesec\apps\travel\叮功司机\quality_model_secret.bin
卡牛信用管家,finance,ocr.model,E:\mobilesec\apps\finance\卡牛信用管家\ocr.model
900出行司机端,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\900出行司机端\M_Detect_Hunter_SmallFace.model
高铁管家,travel,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\travel\高铁管家\1105_mbv2_eye_ch3.opt.tnnmodel
360信用钱包,finance,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\finance\360信用钱包\acn_535_net1.opt.tnnmodel
四川人社,life,pnet_model.bin,E:\mobilesec\apps\life\四川人社\pnet_model.bin
我奥篮球,video,fdmodel.bin,E:\mobilesec\apps\video\我奥篮球\fdmodel.bin
Word文档极速,office,hed_lite_model_quantize.tflite,E:\mobilesec\apps\office\Word文档极速\hed_lite_model_quantize.tflite
春雨直播,video,7.model,E:\mobilesec\apps\video\春雨直播\7.model
流星直播,video,filter_crayon.model,E:\mobilesec\apps\video\流星直播\filter_crayon.model
魔力MoLi,communication,ldmodel.bin,E:\mobilesec\apps\communication\魔力MoLi\ldmodel.bin
中华云店,office,ThaiIDDirect.model,E:\mobilesec\apps\office\中华云店\ThaiIDDirect.model
集优岛,shopping,landmark.model,E:\mobilesec\apps\shopping\集优岛\landmark.model
天府市民云,life,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\life\天府市民云\acn_535_net1.opt.tnnmodel
夜色直播,video,7.model,E:\mobilesec\apps\video\夜色直播\7.model
太平通,finance,quality_model_secret.bin,E:\mobilesec\apps\finance\太平通\quality_model_secret.bin
苏证通,system,M_Align_occlusion.model,E:\mobilesec\apps\system\苏证通\M_Align_occlusion.model
慧黄山,life,SenseID_Silent_Liveness.model,E:\mobilesec\apps\life\慧黄山\SenseID_Silent_Liveness.model
果蜜直播,video,浅粉红色.model,E:\mobilesec\apps\video\果蜜直播\浅粉红色.model
中国人寿寿险,finance,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\finance\中国人寿寿险\1102_mbv2_p1_eye.opt.tnnmodel
叮叮帮,shopping,integrity_model_secret.bin,E:\mobilesec\apps\shopping\叮叮帮\integrity_model_secret.bin
卡乐宝,finance,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\finance\卡乐宝\1102_mbv2_p1_eye.opt.tnnmodel
无他相机,photo,M_SenseME_Attribute_p_1.2.8.1.model,E:\mobilesec\apps\photo\无他相机\M_SenseME_Attribute_p_1.2.8.1.model
智慧人社,life,onet_model.bin,E:\mobilesec\apps\life\智慧人社\onet_model.bin
廊坊直销银行,finance,face_anti.model,E:\mobilesec\apps\finance\廊坊直销银行\face_anti.model
提词器,life,ms_face_v1.2.1.model,E:\mobilesec\apps\life\提词器\ms_face_v1.2.1.model
航班管家,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\航班管家\M_Detect_Hunter_SmallFace.model
首约司机,travel,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\travel\首约司机\acn_535_net2.opt.tnnmodel
V390,video,detect_model.bin,E:\mobilesec\apps\video\V390\detect_model.bin
车趣,communication,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\communication\车趣\1102_mbv2_p1_eye.opt.tnnmodel
摄氏度,communication,fdmodel.bin,E:\mobilesec\apps\communication\摄氏度\fdmodel.bin
快来车,travel,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\travel\快来车\acn_535_net2.opt.tnnmodel
优e出租司机,travel,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\travel\优e出租司机\1105_mbv2_eye_ch3.opt.tnnmodel
易加油,life,M_Liveness_Antispoofing.model,E:\mobilesec\apps\life\易加油\M_Liveness_Antispoofing.model
美颜自拍相机,photo,GeneralEnhanceModelFile_10bit.bin,E:\mobilesec\apps\photo\美颜自拍相机\GeneralEnhanceModelFile_10bit.bin
草莓约,communication,6_filter_style_bright_1.5.0.model,E:\mobilesec\apps\communication\草莓约\6_filter_style_bright_1.5.0.model
飞马出行司机端,travel,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\travel\飞马出行司机端\acn_535_net2.opt.tnnmodel
中国人寿寿险,finance,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\finance\中国人寿寿险\acn_535_net2.opt.tnnmodel
QQ音乐,video,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\video\QQ音乐\acn_535_net2.opt.tnnmodel
心动直播,video,9.model,E:\mobilesec\apps\video\心动直播\9.model
轻甜,communication,tt_face_attribute_exp_v1.0.model,E:\mobilesec\apps\communication\轻甜\tt_face_attribute_exp_v1.0.model
拼图鸭相机,photo,hair.model,E:\mobilesec\apps\photo\拼图鸭相机\hair.model
诚聊,communication,com.xjg.landmark.model.100-50-10-5percent.L1000.0-F5-12-4-1.0-2-2-2iter3.bin,E:\mobilesec\apps\communication\诚聊\com.xjg.landmark.model.100-50-10-5percent.L1000.0-F5-12-4-1.0-2-2-2iter3.bin
变蝶,video,filter_swirl.model,E:\mobilesec\apps\video\变蝶\filter_swirl.model
微篇,communication,M_SenseME_Segment_Skin_1.1.1.model,E:\mobilesec\apps\communication\微篇\M_SenseME_Segment_Skin_1.1.1.model
桥架弯头计算器,life,26.model,E:\mobilesec\apps\life\桥架弯头计算器\26.model
随行付Plus,finance,ThaiIDDirect.model,E:\mobilesec\apps\finance\随行付Plus\ThaiIDDirect.model
酷秀短视频,video,tt_face_attribute_v7.0.model,E:\mobilesec\apps\video\酷秀短视频\tt_face_attribute_v7.0.model
